Year,State Name,Dist Name,COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),JANUARY PERCIPITATION (Millimeters),FEBRUARY PERCIPITATION (Millimeters),MARCH PERCIPITATION (Millimeters),APRIL PERCIPITATION (Millimeters),MAY PERCIPITATION (Millimeters),JUNE PERCIPITATION (Millimeters),JULY PERCIPITATION (Millimeters),AUGUST PERCIPITATION (Millimeters),SEPTEMBER PERCIPITATION (Millimeters),OCTOBER PERCIPITATION (Millimeters),NOVEMBER PERCIPITATION (Millimeters),DECEMBER PERCIPITATION (Millimeters),JANUARY MINIMUM (Centigrate),FEBRUARY MINIMUM (Centigrate),MARCH MINIMUM (Centigrate),APRIL MINIMUM (Centigrate),MAY MINIMUM (Centigrate),JUNE MINIMUM (Centigrate),JULY MINIMUM (Centigrate),AUGUST MINIMUM (Centigrate),SEPTEMBER MINIMUM (Centigrate),OCTOBER MINIMUM (Centigrate),NOVEMBER MINIMUM (Centigrate),DECEMBER MINIMUM (Centigrate),JANUARY MAXIMUM (Centigrate),FEBRUARY MAXIMUM (Centigrate),MARCH MAXIMUM (Centigrate),APRIL MAXIMUM (Centigrate),MAY MAXIMUM (Centigrate),JUNE MAXIMUM (Centigrate),JULY MAXIMUM (Centigrate),AUGUST MAXIMUM (Centigrate),SEPTEMBER MAXIMUM (Centigrate),OCTOBER MAXIMUM (Centigrate),NOVEMBER MAXIMUM (Centigrate),DECEMBER MAXIMUM (Centigrate),JANUARY WATER DEFICIT (Millimeters),FEBRUARY WATER DEFICIT (Millimeters),MARCH WATER DEFICIT (Millimeters),APRIL WATER DEFICIT (Millimeters),MAY WATER DEFICIT (Millimeters),JUNE WATER DEFICIT (Millimeters),JULY WATER DEFICIT (Millimeters),AUGUST WATER DEFICIT (Millimeters),OCTOBER WATER DEFICIT (Millimeters),NOVEMBER WATER DEFICIT (Millimeters),DECEMBER WATER DEFICIT (Millimeters),JANUARY ACTUAL (Millimeters),FEBRUARY ACTUAL (Millimeters),MARCH ACTUAL (Millimeters),APRIL ACTUAL (Millimeters),MAY ACTUAL (Millimeters),JUNE ACTUAL (Millimeters),JULY ACTUAL (Millimeters),AUGUST ACTUAL (Millimeters),SEPTEMBER ACTUAL (Millimeters),OCTOBER ACTUAL (Millimeters),NOVEMBER ACTUAL (Millimeters),DECEMBER ACTUAL (Millimeters),JANUARY POTENTIAL (Millimeters),FEBRUARY POTENTIAL (Millimeters),MARCH POTENTIAL (Millimeters),APRIL POTENTIAL (Millimeters),MAY POTENTIAL (Millimeters),JUNE POTENTIAL (Millimeters),JULY POTENTIAL (Millimeters),AUGUST POTENTIAL (Millimeters),SEPTEMBER POTENTIAL (Millimeters),OCTOBER POTENTIAL (Millimeters),NOVEMBER POTENTIAL (Millimeters),DECEMBER POTENTIAL (Millimeters),TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),CULTIVABLE WASTE LAND AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),CURRENT FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
2005,Madhya Pradesh,Satna,0.0,0.0,0,16.119999999999997,7.72,55.97,3.32,5.91,22.32,175.15,303.69,111.68,18.34,0.0,3.5700000000000003,13.59,14.49,21.84,25.84,28.46,33.65,27.82,29.08,27.9,22.13,15.3,12.32,27.5,31.15,37.59,40.46,45.43,41.65,33.510000000000005,32.010000000000005,35.44,34.95,30.23,28.25,42.77,62.8,75.79,155.67,195.91,160.03,0.0,0.0,6.68,39.46,42.04,35.65,29.02,65.29,12.45,11.98,26.83,120.63,111.01,112.22,76.34,40.78,27.93,72.41,89.82,142.09,164.11,201.89,185.86,119.63,114.01,117.91,111.81,77.81,62.39,744.43,204.66,17.18,66.77,49.33,23.19,19.91,16.0,359.99,484.59,136.9,15135.0,59.44,43.38,35.42,10827.0,42.66,33.32,25.48,1340.0,7.9,7.74,4.77,27293.0,79.45,60.67
2005,Madhya Pradesh,Shahdol,0.0,0.0,0,15.53,13.01,65.44,2.19,9.030000000000001,51.2,210.96,316.96,130.31,21.06,0.0,4.16,11.44,15.33,22.13,24.08,28.63,32.16,26.07,25.34,25.43,21.06,14.62,10.12,26.16,30.76,38.35,39.93,44.12,43.35,32.47,31.21,33.65,33.010000000000005,32.21,26.31,43.2,60.36,67.02,150.77,193.98,126.69,0.0,0.0,1.6,36.71,39.55,37.45,37.21,78.04,15.74,14.93,51.6,113.81,109.43,112.29,74.68,,33.14,77.65,93.57,145.06,162.52,204.92,180.3,111.81,107.43,112.89,110.39,79.31,68.84,1388.01,543.05,42.61,110.4,88.51,29.79,68.72,70.74,452.05,544.22,124.79,3761.0,59.7,9.39,10.95,2688.0,43.77,7.99,7.96,308.0,6.53,1.6800000000000002,3.57,6754.0,17.07,13.47
2005,Madhya Pradesh,Gwalior,0.0,0.0,0,8.469999999999999,8.469999999999999,25.17,5.99,3.01,41.76,269.78,150.72,224.19,6.97,0.0,,9.84,13.74,19.39,23.16,29.05,35.230000000000004,30.18,29.32,26.27,22.03,,11.34,25.4,29.78,36.58,41.1,42.4,42.23,36.06,35.64,33.15,34.86,33.769999999999996,26.05,57.34,84.66,113.14,,197.56,170.48,0.0,0.0,0.0,45.16,48.35,16.95,12.3,26.69,5.57,5.0,38.55,,129.20999999999998,131.78,79.43,37.53,19.48,69.28,95.96,139.84,167.76,200.56,206.03,139.12,129.20999999999998,134.78,117.59,82.88,59.62,458.45,113.06,52.52,34.23,27.3,16.869999999999997,7.59,9.99,210.81,251.19,119.38,17505.0,70.11,84.81,71.8,7580.0,32.06,40.29,32.65,1002.0,6.83,,5.04,26081.0,125.88,109.49
2005,Madhya Pradesh,Shivpuri,0.0,0.0,0,9.02,3.6100000000000003,25.27,5.71,6.1,38.4,259.26,131.41,,4.74,0.0,1.79,12.39,13.81,,25.77,31.26,33.79,28.68,27.05,26.61,22.77,14.39,8.74,,29.16,,39.08,44.66,43.91,35.94,32.46,,33.9,,25.63,58.04,91.24,120.98,164.77,199.59,165.18,0.0,4.55,0.0,49.74,51.49,15.67,7.74,25.92,8.41,,39.38,132.18,122.3,127.3,74.04,38.1,22.78,74.7,94.98,143.9,166.18,205.75,200.56,133.18,125.85,129.3,120.79,,65.32,999.39,331.09,41.4,62.49,78.0,28.05,,31.67,406.88,548.91,135.25,9697.0,56.77,27.89,20.79,8037.0,45.74,20.8,16.75,644.0,7.49,5.58,2.1799999999999997,18376.0,49.27,34.72
2005,Madhya Pradesh,Guna,0.0,0.0,0,7.02,3.39,23.81,3.09,3.9,43.1,307.07,130.26,229.44,3.27,0.0,3.61,9.98,13.49,18.81,24.54,29.31,30.82,24.98,25.75,23.95,21.82,14.93,9.52,27.61,30.18,38.97,41.43,44.17,41.32,31.92,32.97,33.29,34.0,31.28,26.78,68.24,100.06,131.89,169.82,211.6,156.27,0.0,3.13,0.0,45.61,64.78,13.57,,23.14,6.85,4.23,42.26,127.53,121.51,122.83,79.71,21.83,13.84,76.82,102.67,154.03,175.67,216.83,194.54,127.53,121.64,121.83,123.32,84.61,73.21,1101.16,155.63,101.64,65.6,91.09,44.99,14.14,8.95,639.12,803.2,126.79,11469.0,59.61,22.02,15.33,8136.0,42.44,16.78,12.16,1022.0,8.940000000000001,5.6,2.27,20618.0,36.41,28.76
2005,Madhya Pradesh,Datia,0.0,0.0,0,8.86,3.81,25.92,2.17,5.6,33.79,216.94,163.61,205.72,8.79,0.0,3.55,9.2,12.66,21.55,24.35,29.63,34.31,29.87,29.58,26.04,23.42,15.51,10.67,25.37,28.22,36.38,42.51,45.6,45.13,37.33,35.66,34.85,34.3,30.71,25.11,53.22,84.6,116.42,166.15,200.12,178.97,0.0,0.0,0.0,48.03,50.38,14.79,10.0,25.59,6.92,7.71,32.0,138.46,126.3,131.14,77.9,35.57,21.41,67.01,93.59,142.01,169.07,206.81,210.98,140.46,127.3,134.14,122.93,80.94,62.15,298.87,31.34,16.57,25.69,19.32,8.59,12.79,6.06,,232.47,117.83,7903.0,78.16,44.05,36.58,2408.0,25.59,13.2,12.54,350.0,4.25,4.75,3.51,10654.0,55.01,50.63
2005,Madhya Pradesh,Morena,0.0,0.0,0,6.36,8.4,,3.6399999999999997,3.96,30.98,245.92,142.32,207.71,8.24,0.0,1.27,8.67,15.01,21.15,26.11,27.96,33.480000000000004,28.87,27.52,26.98,21.45,,8.64,24.26,30.13,36.65,40.03,43.8,44.03,35.43,34.46,35.29,36.78,30.88,25.98,54.85,80.98,112.82,165.76,198.91,179.78,0.0,3.58,0.0,45.75,51.52,13.12,13.14,27.05,7.21,5.92,32.120000000000005,140.08,130.70999999999998,137.47,75.26,34.32,17.65,68.98,95.12,,168.97,205.82,207.9,142.08,131.3,136.47,118.01,,61.04,1170.34,345.78,176.85,84.04,64.85,57.15,15.53,15.71,425.42,534.18,127.75,32371.0,79.14,78.63,64.94,8948.0,24.32,25.18,20.84,652.0,4.55,4.54,4.22,41965.0,101.34,80.0
2005,Madhya Pradesh,Bhind,,0.0,0,7.51,10.59,23.12,2.94,3.65,27.72,210.16,167.16,194.81,16.35,0.0,3.46,10.05,,20.18,26.11,28.12,34.71,28.86,27.75,28.2,23.84,13.67,8.870000000000001,24.24,27.05,36.69,40.26,44.16,45.51,37.59,37.89,36.51,35.8,33.67,27.9,52.05,79.23,112.56,169.22,201.98,180.78,0.0,0.0,0.0,44.07,52.2,18.810000000000002,15.01,24.53,7.05,5.95,30.31,142.0,,133.85,75.8,30.14,19.15,67.86,90.23,139.08,,206.93,206.08,143.0,130.84,132.85,118.86,81.33,61.93,,11.91,22.91,39.76,12.74,19.56,7.79,14.03,332.88,359.93,112.81,16764.0,70.91,51.81,50.7,6320.0,29.98,23.16,19.61,1243.0,6.11,5.77,6.46,24325.0,75.73,68.77
2005,Madhya Pradesh,Indore,11.0,5.0,1113,10.34,1.16,8.41,4.72,7.82,75.22,299.27,217.11,304.62,7.68,0.0,3.07,12.62,13.89,21.76,24.79,30.3,28.05,26.17,24.3,22.47,20.17,14.37,13.67,29.65,32.08,37.36,40.26,44.71,42.05,30.89,31.37,32.59,,32.82,30.54,80.98,118.18,163.28,179.33,215.37,129.0,0.0,0.0,0.0,47.98,53.94,23.85,,13.21,6.22,7.32,70.75,124.02,108.33,112.54,84.68,40.47,20.83,100.83,125.13,175.5,186.55,221.68,197.75,124.02,107.33,114.54,,,84.06,384.1,54.21,9.77,29.16,15.59,23.47,7.5,4.08,261.24,374.3,146.39,16773.0,50.93,66.94,47.28,13912.0,43.42,57.87,40.57,2910.0,12.65,15.25,8.85,33587.0,134.06,94.7
2005,Madhya Pradesh,Ratlam,,,2931,3.59,1.06,7.8,3.1,2.8600000000000003,74.47,361.36,162.19,454.61,3.6,0.0,1.02,12.04,17.560000000000002,20.88,25.61,29.14,30.45,26.04,24.5,23.52,22.26,15.64,13.44,28.0,30.56,38.9,39.73,44.62,39.15,33.71,32.269999999999996,34.59,33.4,32.4,27.52,87.39,121.07,165.8,183.53,215.36,122.88,0.0,0.0,0.0,50.46,70.18,8.75,6.04,10.719999999999999,4.75,7.12,73.96,129.94,114.13,120.72,81.89,20.4,9.6,95.15,125.11,173.52,,219.48,191.84,129.94,113.13,121.72,129.36,88.58,79.44,487.01,38.3,43.93,,17.0,,5.5600000000000005,4.34,332.94,448.98,138.36,15227.0,59.3,49.87,36.14,9274.0,37.5,30.93,24.79,1625.0,8.21,5.88,4.63,26121.0,79.68,59.56
2005,Madhya Pradesh,Ujjain,19.0,4.0,1333,8.21,3.08,10.58,3.5,6.37,64.35,311.76,163.85,335.47,6.82,0.0,1.1,13.54,15.03,22.17,24.02,28.89,28.41,25.57,24.08,23.2,21.78,16.0,11.85,26.95,31.56,38.99,39.99,43.94,39.4,34.31,32.980000000000004,33.33,34.27,32.120000000000005,27.22,84.32,118.1,,181.7,219.48,134.47,0.0,0.0,0.0,51.34,70.69,12.75,5.859999999999999,11.84,7.4399999999999995,6.83,64.50999999999999,126.54,112.16,118.55,81.58,21.58,11.46,95.07,,171.69,184.15,221.31,192.98,124.54,110.16,117.55,131.91,88.27,77.86,611.87,6.15,7.97,61.72,10.97,41.59,5.109999999999999,3.85,491.38,677.46,138.82,13768.0,46.22,31.13,24.41,14818.0,52.68,33.28,25.97,1859.0,9.1,7.8,3.75,30440.0,64.2,48.13
2005,Madhya Pradesh,Mandsaur,58.0,9.0,1094,2.6,2.08,10.16,2.66,5.08,53.3,378.06,121.45,348.22,3.74,0.0,4.03,13.44,16.28,20.97,25.34,31.55,30.39,26.44,25.29,25.01,22.34,16.45,11.65,28.2,31.0,37.98,38.64,44.13,41.27,35.3,33.3,,34.98,33.58,29.76,77.82,112.41,156.15,179.14,214.12,,0.0,4.1,,50.72,66.4,9.440000000000001,4.84,11.81,4.18,5.26,49.88,133.28,117.04,125.37,79.51,,11.6,85.27,116.24,166.97,182.33,215.38,198.5,134.28,119.14,124.37,125.22,83.98,75.01,947.34,134.81,91.82,116.52,37.62,22.83,2.65,,551.47,771.81,141.79,25848.0,62.25,51.21,34.53,15898.0,36.83,32.04,23.62,2634.0,6.93,5.8,5.41,44372.0,84.05,60.56
2005,Madhya Pradesh,Dewas,3379.0,697.0,2054,10.68,4.33,13.2,2.83,5.52,58.12,310.76,208.23,339.9,14.58,,2.32,14.68,15.04,19.64,23.76,29.84,30.49,26.69,27.3,25.36,22.7,16.73,11.26,28.55,32.03,37.11,40.26,45.13,42.63,33.379999999999995,33.4,33.42,34.28,31.14,31.16,75.02,,155.57,180.19,218.95,148.43,0.0,0.0,0.0,46.22,52.54,25.58,10.89,21.07,9.58,9.190000000000001,60.48,124.08,112.0,117.18,86.31,41.41,23.79,98.6,126.33,171.64,183.78,225.15,207.92,,113.0,115.18,128.53,92.96,84.05,704.31,208.64,13.78,40.11,3.87,58.46,2.9699999999999998,1.42,388.03,562.56,149.21,14696.0,55.93,41.06,29.21,11887.0,43.01,34.79,24.2,1719.0,8.059999999999999,5.45,4.0600000000000005,28297.0,76.3,51.48
2005,Madhya Pradesh,Dhar,1081.0,2739.0,2543,6.779999999999999,1.08,8.27,5.07,4.87,95.42,291.92,162.95,381.49,9.33,0.0,0.0,14.85,18.009999999999998,19.91,27.25,28.14,31.41,25.02,26.17,24.36,22.08,18.28,14.77,29.93,34.16,,42.16,44.22,39.2,33.81,31.42,32.519999999999996,36.59,34.79,31.91,87.03,121.61,166.14,178.68,211.77,105.35,0.0,0.0,0.0,47.02,58.02,16.39,10.92,12.56,8.280000000000001,7.19,91.73,127.1,114.09,119.65,83.43,,19.509999999999998,104.42,125.54,174.69,185.96,217.96,195.08,125.1,112.09,118.65,129.45,91.76,82.84,823.54,122.74,78.67,53.3,18.5,50.58,7.18,4.08,508.47,641.74,129.62,30970.0,61.31,63.39,51.48,17502.0,36.51,36.69,31.4,3750.0,11.18,10.43,9.870000000000001,52218.0,106.51,85.75
2005,Madhya Pradesh,Jhabua,3559.0,529.0,1484,3.91,4.02,10.16,3.74,4.65,113.56,329.53,156.58,480.74,2.9,0.0,0.0,12.26,16.48,,24.52,29.13,29.33,25.34,26.52,24.58,22.47,17.82,14.16,28.36,33.56,37.62,42.44,44.58,39.74,33.870000000000005,31.44,32.480000000000004,36.55,34.8,29.65,96.77,123.17,166.96,187.57,219.26,88.76,0.0,0.0,0.0,51.72,71.85,7.59,5.27,12.18,5.51,6.0,107.25,128.82999999999998,112.06,119.56,84.59,20.23,11.84,101.36,125.44,176.15,190.08,,194.02,125.83,114.06,119.56,130.31,91.07,83.26,677.72,134.66,84.3,60.47,26.73,9.57,8.89,7.2,359.9,418.19,118.41,15636.0,82.39,,38.74,3456.0,19.54,13.62,10.34,607.0,4.07,2.69,2.46,19693.0,58.86,51.54
2005,Madhya Pradesh,Sehore,19.0,3.0,1111,13.91,,18.37,4.25,7.359999999999999,59.45,322.76,218.52,326.27,13.33,0.0,5.0600000000000005,14.87,18.3,19.71,25.65,28.89,31.49,27.41,24.56,26.57,22.98,14.88,11.41,26.78,32.260000000000005,37.33,42.82,43.97,40.56,32.83,33.42,32.379999999999995,35.01,,28.31,64.17,104.26,142.66,178.07,220.85,146.12,0.0,0.0,0.0,43.91,50.9,31.1,14.09,24.95,10.21,10.83,59.45,119.45,113.51,118.35,85.02,43.0,27.61,93.27,,168.61,182.29,226.68,203.57,120.45,110.51,117.35,123.93,92.89,78.32,935.25,220.65,13.63,71.7,18.89,69.88,8.75,7.29,540.43,804.01,152.23,23241.0,58.26,45.24,31.98,15721.0,39.73,30.24,21.6,1630.0,7.01,4.029999999999999,4.029999999999999,40583.0,,51.6
2005,Madhya Pradesh,Raisen,6.0,0.0,0,15.97,2.0300000000000002,35.58,2.0700000000000003,4.8,73.27,257.91999999999996,220.27,288.44,13.58,0.0,3.91,12.43,18.8,21.36,25.11,,32.79,25.58,26.94,24.05,20.52,18.3,13.82,29.04,32.36,37.73,41.28,45.72,43.55,33.78,32.64,33.47,34.55,32.41,28.33,57.59,100.13,125.86,174.04,220.37,131.11,0.0,0.0,0.0,41.04,48.5,29.22,12.78,39.03,6.57,6.31,69.87,117.49,112.5,116.59,,41.34,23.07,82.81,105.9,160.89,177.61,225.69,198.98,118.49,112.5,118.59,122.06,89.84,75.2,852.75,334.67,6.55,40.7,14.09,25.48,5.0600000000000005,4.05,435.04,508.38,,15599.0,64.58,37.19,33.739999999999995,8739.0,38.5,23.27,20.22,996.0,7.93,,,25334.0,62.77,
2005,Madhya Pradesh,Vidisha,4.0,0.0,0,13.47,2.69,28.07,4.98,6.16,51.5,244.28,168.43,215.84,5.65,0.0,5.33,12.76,16.6,21.6,25.49,29.87,31.62,27.7,26.26,25.1,23.48,17.130000000000003,12.46,28.06,,37.5,,44.96,43.85,32.31,32.269999999999996,31.95,36.31,30.11,26.63,58.71,99.65,130.61,171.71,216.1,150.82,0.0,0.0,0.0,46.91,,20.32,6.83,28.36,6.54,5.06,50.66,121.95,114.29,119.09,81.12,32.17,16.5,76.02,105.48,156.97,176.25,220.16,196.48,123.95,115.29,120.1,125.03,88.2,71.2,733.2,110.53,14.01,38.38,20.41,23.37,7.4,6.95,532.07,665.12,125.86,10678.0,55.29,22.1,20.1,8828.0,45.24,18.62,15.31,913.0,8.46,3.7199999999999998,5.37,,40.44,34.78
2005,Madhya Pradesh,Betul,116.0,19.0,1503,25.48,2.9699999999999998,30.1,10.7,5.45,92.48,323.33,217.55,351.34,46.3,0.0,3.76,13.76,16.740000000000002,20.66,24.28,29.76,30.85,26.55,24.52,25.56,,,11.43,28.29,34.72,37.79,39.36,43.56,41.18,29.38,29.95,30.86,31.36,29.34,,52.58,100.1,135.47,170.48,225.24,97.94,0.0,0.0,0.0,29.75,44.95,45.29,25.5,39.6,14.27,10.1,94.49,114.78,109.94,113.89,87.33,53.77,,96.87,123.61,175.07,184.75,231.34,189.42,116.78,107.94,113.89,114.09,93.72,80.5,1027.44,418.64,29.94,47.8,,31.55,38.01,35.16,406.53,557.63,139.44,12767.0,66.97,35.629999999999995,27.02,5611.0,31.55,14.9,13.11,,9.469999999999999,6.15,6.29,19648.0,49.69,37.42
2005,Madhya Pradesh,Rajgarh,4.0,0.0,0,9.89,2.19,21.73,2.09,4.390000000000001,47.42,337.74,162.78,267.08,4.05,0.0,1.55,12.16,15.84,20.64,24.46,32.05,31.53,26.88,25.51,26.03,22.1,17.85,13.81,26.54,32.22,39.59,42.05,44.5,42.95,31.72,32.629999999999995,33.269999999999996,36.03,33.379999999999995,29.39,,,140.29,179.43,,154.64,0.0,0.0,0.0,49.44,67.75,15.35,6.52,25.73,,7.03,45.55,127.56,118.61,119.33,83.19,25.92,12.91,85.72,115.4,165.02,184.73,227.58,200.19,125.56,119.61,120.33,126.63,89.67,76.47,,18.64,31.22,45.91,34.08,66.97999999999999,8.58,5.140000000000001,425.52,552.37,130.17,11999.0,53.75,,25.87,10229.0,48.97,28.09,22.65,520.0,6.27,4.22,1.94,22741.0,55.56,45.46
2005,Madhya Pradesh,Shajapur,0.0,0.0,0,10.14,1.22,20.46,4.4,6.0600000000000005,54.05,337.26,192.87,313.21,7.3,0.0,2.5,12.82,16.4,21.24,25.13,31.71,31.19,27.52,27.57,23.52,20.87,14.81,11.71,29.27,32.870000000000005,,42.64,46.02,41.47,31.23,31.59,34.65,36.52,34.0,27.14,74.94,,148.35,179.51,225.45,151.13,0.0,0.0,0.0,47.78,62.68,17.64,8.65,21.34,6.03,6.98,56.02,124.94,115.47,,82.91,31.04,15.73,91.58,116.33,166.7,185.54,229.42,202.16,126.94,115.47,115.85,128.7,90.72,79.52,622.53,10.01,43.46,,15.37,55.28,3.74,4.79,453.4,625.81,141.45,10035.0,48.05,25.17,18.13,10985.0,54.42,25.27,19.66,773.0,,3.7,2.24,21786.0,49.15,37.03
2005,Madhya Pradesh,Hoshangabad,0.0,0.0,0,19.3,2.16,26.46,5.93,3.93,79.72,333.71,,384.37,25.41,0.0,5.16,14.65,15.63,20.11,27.0,29.87,29.86,,27.7,24.87,19.98,16.54,14.93,29.68,31.97,37.01,40.25,43.57,42.34,31.44,30.18,32.14,34.07,32.41,27.38,48.05,88.04,133.94,172.3,218.76,112.83,0.0,0.0,0.0,35.04,45.77,42.5,28.05,40.17,11.94,11.38,78.98,114.83,110.45,116.16,85.69,,35.64,87.55,115.1,170.12,180.23,227.15,192.82,117.83,111.45,116.16,116.74,89.9,77.6,1001.27,362.77,46.0,26.89,,44.36,,,479.85,814.33,170.22,48871.0,67.86,104.05,64.31,22155.0,32.4,50.26,29.34,4323.0,9.74,13.03,9.33,75344.0,161.34,93.98
2005,Maharashtra,Thane,0.0,0.0,0,4.08,4.01,,9.3,9.34,628.13,1481.12,958.1,807.45,66.48,2.01,0.0,19.78,21.17,23.29,29.36,31.44,29.21,27.72,24.5,26.84,22.97,22.46,20.15,29.99,33.33,36.91,39.35,40.72,36.29,32.0,32.17,32.41,33.56,34.83,33.06,91.31,110.47,149.67,152.31,168.82,0.0,0.0,0.0,0.0,23.36,51.99,14.6,8.76,9.02,13.1,13.35,143.14,114.14,108.46,117.32,99.95,55.31,29.57,102.91,118.23,,166.41,179.17,142.14,116.14,108.46,118.32,,103.3,98.48,937.7,398.4,60.6,,38.2,56.0,20.0,13.4,211.6,245.6,120.82,16544.0,79.13,80.68,68.63,2557.0,14.91,16.310000000000002,14.45,2352.0,11.96,13.32,12.61,21450.0,106.31,90.69
2005,Maharashtra,Ratnagiri,0.0,0.0,0,,0.0,5.029999999999999,25.48,19.52,1445.6,1716.03,1213.21,903.45,151.78,2.76,0.0,20.68,23.7,25.85,27.06,27.48,28.23,25.04,,26.83,,21.81,20.55,33.370000000000005,32.7,34.32,35.78,36.25,32.71,29.32,29.55,31.31,31.86,30.98,31.74,74.71,,144.54,129.94,149.33,0.0,0.0,0.0,0.0,3.6,45.03,48.36,31.45,19.21,34.38,24.61,124.29,107.85,101.44,111.22,119.0,73.51,61.4,120.07,130.51999999999998,160.76,160.32,169.94,125.29,107.85,100.44,113.22,117.6,118.53,116.68,1321.4,,,35.7,203.6,18.7,238.6,45.4,341.4,410.0,125.22,11452.0,69.53,35.94,29.0,2765.0,17.54,12.19,7.76,2498.0,15.94,8.4,8.1,16713.0,50.53,43.86
2005,Maharashtra,Nasik,175.0,590.0,3382,6.17,3.01,11.879999999999999,12.86,8.33,200.38,453.93,298.02,387.28,37.82,2.01,0.0,14.68,14.99,20.19,23.42,28.6,27.98,25.47,24.1,22.24,19.49,16.09,14.44,30.2,31.98,39.06,40.38,39.14,37.65,33.019999999999996,31.07,31.61,32.46,31.96,31.07,93.16,113.2,142.53,147.58,182.1,23.41,0.0,6.04,0.0,31.87,69.4,12.22,4.73,14.01,16.16,12.38,129.68,118.17,104.85,113.06,88.04,27.68,15.08,100.38,116.93,,159.74,190.48,155.08,116.17,107.88,112.06,116.91,96.08,83.03,1564.4,312.0,173.1,41.3,24.1,27.0,,85.0,793.9,886.6,112.57,67330.0,56.76,87.91,77.11,37762.0,33.269999999999996,49.62,44.69,15653.0,15.96,21.74,20.69,120740.0,154.28,140.49
2005,Maharashtra,Dhule,735.0,1275.0,1743,6.0,,11.89,3.42,6.66,120.8,254.02,149.5,253.06,21.03,0.0,0.0,13.81,17.490000000000002,23.15,26.68,28.68,30.64,28.04,23.85,25.94,22.21,17.380000000000003,15.47,33.480000000000004,37.0,39.59,44.11,45.41,,34.36,34.25,33.78,33.77,35.07,33.629999999999995,97.47,123.45,159.23,171.83,196.08,68.24,,1.24,0.0,38.91,69.2,12.86,5.42,11.93,6.14,7.87,113.91,128.25,113.84,116.71,83.17,26.3,13.04,109.32,127.88,166.16,172.97,201.95,181.14,128.25,113.08,116.71,119.09,94.5,85.28,1440.0,550.5,,23.1,6.3,52.2,19.5,10.4,647.0,735.4,115.55,52971.0,,83.12,,16881.0,24.2,27.17,26.04,9787.0,15.29,17.17,17.36,79633.0,127.46,111.73
2005,Maharashtra,Jalgaon,3935.0,10273.0,2613,11.32,4.38,16.32,4.68,5.28,109.82,271.23,194.99,249.7,30.71,0.0,2.02,15.7,19.810000000000002,20.95,25.35,30.78,28.78,25.15,24.14,23.23,23.31,17.73,14.96,33.59,37.43,40.73,43.27,46.42,42.27,33.85,34.68,34.89,36.71,32.97,31.52,91.82,123.05,155.07,,190.79,80.45,0.0,,0.0,36.81,,20.48,10.23,18.65,9.42,7.29,106.19,131.13,116.08,116.44,87.38,44.91,22.68,109.31,129.29,172.72,180.17,198.09,186.64,128.13,119.08,117.44,120.2,98.44,89.19,,157.9,83.3,16.3,8.3,39.6,7.7,10.1,851.9,879.7,,69920.0,49.92,84.17,,37006.0,28.89,45.49,43.11,36005.0,27.19,45.31,41.97,142928.0,171.97,164.65
2005,Maharashtra,Ahmednagar,170.0,391.0,2342,5.61,1.37,8.08,19.47,17.810000000000002,148.4,205.66,133.99,279.6,64.11,3.18,0.0,14.67,19.0,22.47,24.61,28.46,25.91,26.01,24.1,22.39,22.83,16.41,12.88,30.48,36.4,37.91,41.19,40.37,38.45,30.39,31.07,33.53,34.629999999999995,,,102.22,119.18,149.18,149.54,180.69,29.77,1.04,18.05,0.0,24.95,64.83,4.1,3.48,11.59,19.24,18.630000000000003,,123.23,102.74,120.36,94.75,36.97,14.43,105.32,122.66,157.76,170.78,193.31,158.84,121.27,117.79,120.36,115.7,,90.62,1705.0,167.3,132.8,15.4,,44.1,95.9,122.2,1122.7,1253.4,113.68,79539.0,54.66,75.1,64.66,42627.0,29.22,41.1,37.12,28893.0,20.13,27.82,25.12,151051.0,136.02,122.9
